Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2015-07-17,17,july,2015,40,adults (35-64),f,france,seine (paris),accessories,cleaners,bike wash - dissolver,17,3,8,61,51,112
2014-03-03,3,march,2014,64,adults (35-64),m,united states,oregon,accessories,cleaners,bike wash - dissolver,27,3,8,105,81,186
2016-03-03,3,march,2016,64,adults (35-64),m,united states,oregon,accessories,cleaners,bike wash - dissolver,25,3,8,97,75,172
2014-01-03,3,january,2014,64,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,18,3,8,58,54,112
2016-01-03,3,january,2016,64,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,19,3,8,62,57,119
2013-09-23,23,september,2013,32,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,4,3,8,20,12,32
2015-09-23,23,september,2015,32,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2014-03-19,19,march,2014,32,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,22,3,8,108,66,174
2016-03-19,19,march,2016,32,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,20,3,8,98,60,158
2014-03-25,25,march,2014,32,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,11,3,8,54,33,87
2016-03-25,25,march,2016,32,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,11,3,8,54,33,87
2013-10-20,20,october,2013,32,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,4,3,8,19,12,31
2015-10-20,20,october,2015,32,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,5,3,8,24,15,39
2014-05-11,11,may,2014,32,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,9,3,8,44,27,71
2016-05-11,11,may,2016,32,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2013-09-29,29,september,2013,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2015-09-29,29,september,2015,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,8,3,8,39,24,63
2014-01-03,3,january,2014,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,29,3,8,143,87,230
2016-01-03,3,january,2016,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,29,3,8,143,87,230
2014-01-24,24,january,2014,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2016-01-24,24,january,2016,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,4,3,8,20,12,32
2014-02-09,9,february,2014,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,6,3,8,30,18,48
2016-02-09,9,february,2016,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,4,3,8,20,12,32
2014-03-03,3,march,2014,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,22,3,8,108,66,174
2016-03-03,3,march,2016,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,24,3,8,118,72,190
2014-05-16,16,may,2014,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,26,3,8,128,78,206
2016-05-16,16,may,2016,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,24,3,8,118,72,190
2014-06-05,5,june,2014,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,23,3,8,113,69,182
2016-06-05,5,june,2016,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,24,3,8,118,72,190
2014-06-18,18,june,2014,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,2,3,8,10,6,16
2016-06-18,18,june,2016,33,young adults (25-34),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2014-07-02,2,july,2014,33,young adults (25-34),f,united states,oregon,accessories,cleaners,bike wash - dissolver,1,3,8,4,3,7
2016-07-02,2,july,2016,33,young adults (25-34),f,united states,oregon,accessories,cleaners,bike wash - dissolver,1,3,8,4,3,7
2014-07-11,11,july,2014,33,young adults (25-34),f,united states,oregon,accessories,cleaners,bike wash - dissolver,3,3,8,12,9,21
2016-07-11,11,july,2016,33,young adults (25-34),f,united states,oregon,accessories,cleaners,bike wash - dissolver,1,3,8,4,3,7
2014-01-01,1,january,2014,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,5,3,8,24,15,39
2016-01-01,1,january,2016,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,3,3,8,15,9,24
2014-02-06,6,february,2014,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,26,3,8,126,78,204
2016-02-06,6,february,2016,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,25,3,8,121,75,196
2014-03-07,7,march,2014,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,5,3,8,24,15,39
2016-03-07,7,march,2016,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,4,3,8,19,12,31
2014-05-18,18,may,2014,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,30,3,8,145,90,235
2016-05-18,18,may,2016,33,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,31,3,8,150,93,243
2014-06-01,1,june,2014,63,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,25,3,8,121,75,196
2016-06-01,1,june,2016,63,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,23,3,8,111,69,180
2014-05-28,28,may,2014,34,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,8,3,8,26,24,50
2016-05-28,28,may,2016,34,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,7,3,8,23,21,44
2013-08-30,30,august,2013,36,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,8,3,8,26,24,50
2015-08-30,30,august,2015,36,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,10,3,8,32,30,62
2014-02-24,24,february,2014,36,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,13,3,8,42,39,81
2016-02-24,24,february,2016,36,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,13,3,8,42,39,81
2013-10-17,17,october,2013,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,7,3,8,23,21,44
2015-10-17,17,october,2015,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,9,3,8,29,27,56
2013-11-13,13,november,2013,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,4,3,8,13,12,25
2015-11-13,13,november,2015,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,6,3,8,19,18,37
2014-06-02,2,june,2014,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,24,3,8,78,72,150
2016-06-02,2,june,2016,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,24,3,8,78,72,150
2014-06-27,27,june,2014,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,22,3,8,71,66,137
2016-06-27,27,june,2016,37,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,23,3,8,75,69,144
2013-11-10,10,november,2013,44,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,28,3,8,136,84,220
2015-11-10,10,november,2015,44,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,29,3,8,140,87,227
2013-11-24,24,november,2013,44,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,21,3,8,102,63,165
2015-11-24,24,november,2015,44,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,19,3,8,92,57,149
2013-12-13,13,december,2013,59,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,15,3,8,73,45,118
2015-12-13,13,december,2015,59,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,13,3,8,63,39,102
2014-02-10,10,february,2014,59,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,16,3,8,77,48,125
2016-02-10,10,february,2016,59,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,14,3,8,68,42,110
2013-07-12,12,july,2013,38,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,28,3,8,131,84,215
2015-07-12,12,july,2015,38,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,26,3,8,122,78,200
2013-11-19,19,november,2013,38,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,26,3,8,122,78,200
2015-11-19,19,november,2015,38,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,23,3,8,108,69,177
2014-01-12,12,january,2014,38,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,18,3,8,84,54,138
2016-01-12,12,january,2016,38,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,18,3,8,84,54,138
2013-10-05,5,october,2013,27,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,5,3,8,23,15,38
2015-10-05,5,october,2015,27,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,6,3,8,28,18,46
2013-08-16,16,august,2013,52,adults (35-64),m,france,hauts de seine,accessories,cleaners,bike wash - dissolver,20,3,8,89,60,149
2015-08-16,16,august,2015,52,adults (35-64),m,france,hauts de seine,accessories,cleaners,bike wash - dissolver,17,3,8,75,51,126
2013-07-10,10,july,2013,52,adults (35-64),m,france,essonne,accessories,cleaners,bike wash - dissolver,18,3,8,84,54,138
2015-07-10,10,july,2015,52,adults (35-64),m,france,essonne,accessories,cleaners,bike wash - dissolver,19,3,8,89,57,146
2013-12-15,15,december,2013,49,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,13,3,8,61,39,100
2015-12-15,15,december,2015,49,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,13,3,8,61,39,100
2014-03-26,26,march,2014,33,young adults (25-34),f,france,garonne (haute),accessories,cleaners,bike wash - dissolver,20,3,8,90,60,150
2016-03-26,26,march,2016,33,young adults (25-34),f,france,garonne (haute),accessories,cleaners,bike wash - dissolver,19,3,8,86,57,143
2013-11-17,17,november,2013,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,23,3,8,108,69,177
2015-11-17,17,november,2015,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,21,3,8,98,63,161
2014-01-22,22,january,2014,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,5,3,8,23,15,38
2016-01-22,22,january,2016,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,3,3,8,14,9,23
2014-03-01,1,march,2014,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,11,3,8,51,33,84
2016-03-01,1,march,2016,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,10,3,8,47,30,77
2014-04-02,2,april,2014,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,11,3,8,51,33,84
2016-04-02,2,april,2016,37,adults (35-64),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,11,3,8,51,33,84
2013-10-10,10,october,2013,21,youth (<25),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,13,3,8,51,39,90
2015-10-10,10,october,2015,21,youth (<25),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,15,3,8,59,45,104
2014-01-28,28,january,2014,21,youth (<25),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,5,3,8,20,15,35
2016-01-28,28,january,2016,21,youth (<25),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,7,3,8,28,21,49
2014-02-23,23,february,2014,19,youth (<25),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,25,3,8,117,75,192
2016-02-23,23,february,2016,19,youth (<25),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,26,3,8,122,78,200
2013-12-09,9,december,2013,25,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,27,3,8,107,81,188
2015-12-09,9,december,2015,25,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,26,3,8,103,78,181
2014-04-15,15,april,2014,25,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,18,3,8,71,54,125
2016-04-15,15,april,2016,25,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,16,3,8,63,48,111
2014-05-26,26,may,2014,30,young adults (25-34),m,germany,hessen,accessories,cleaners,bike wash - dissolver,9,3,8,40,27,67
2016-05-26,26,may,2016,30,young adults (25-34),m,germany,hessen,accessories,cleaners,bike wash - dissolver,10,3,8,44,30,74
2014-05-17,17,may,2014,31,young adults (25-34),f,germany,hamburg,accessories,cleaners,bike wash - dissolver,7,3,8,31,21,52
2016-05-17,17,may,2016,31,young adults (25-34),f,germany,hamburg,accessories,cleaners,bike wash - dissolver,4,3,8,18,12,30
2014-06-12,12,june,2014,31,young adults (25-34),m,france,seine (paris),accessories,cleaners,bike wash - dissolver,16,3,8,57,48,105
2016-06-12,12,june,2016,31,young adults (25-34),m,france,seine (paris),accessories,cleaners,bike wash - dissolver,13,3,8,46,39,85
2013-12-07,7,december,2013,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2015-12-07,7,december,2015,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2013-12-13,13,december,2013,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,21,3,8,98,63,161
2015-12-13,13,december,2015,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,23,3,8,108,69,177
2014-04-14,14,april,2014,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,16,3,8,75,48,123
2016-04-14,14,april,2016,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,13,3,8,61,39,100
2014-06-10,10,june,2014,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,9,3,8,42,27,69
2016-06-10,10,june,2016,34,young adults (25-34),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,6,3,8,28,18,46
2013-10-01,1,october,2013,27,young adults (25-34),f,united states,oregon,accessories,cleaners,bike wash - dissolver,17,3,8,66,51,117
2015-10-01,1,october,2015,27,young adults (25-34),f,united states,oregon,accessories,cleaners,bike wash - dissolver,14,3,8,54,42,96
2014-01-06,6,january,2014,69,seniors (64+),f,united states,california,accessories,cleaners,bike wash - dissolver,2,3,8,10,6,16
2016-01-06,6,january,2016,69,seniors (64+),f,united states,california,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2014-05-07,7,may,2014,32,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,28,3,8,93,84,177
2016-05-07,7,may,2016,32,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,28,3,8,93,84,177
2014-06-23,23,june,2014,32,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,18,3,8,60,54,114
2016-06-23,23,june,2016,32,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,19,3,8,63,57,120
2014-06-11,11,june,2014,50,adults (35-64),m,australia,queensland,accessories,cleaners,bike wash - dissolver,15,3,8,56,45,101
2016-06-11,11,june,2016,50,adults (35-64),m,australia,queensland,accessories,cleaners,bike wash - dissolver,16,3,8,60,48,108
2013-12-09,9,december,2013,48,adults (35-64),f,australia,new south wales,accessories,cleaners,bike wash - dissolver,28,3,8,111,84,195
2015-12-09,9,december,2015,48,adults (35-64),f,australia,new south wales,accessories,cleaners,bike wash - dissolver,30,3,8,119,90,209
2014-05-31,31,may,2014,48,adults (35-64),f,australia,new south wales,accessories,cleaners,bike wash - dissolver,13,3,8,51,39,90
2016-05-31,31,may,2016,48,adults (35-64),f,australia,new south wales,accessories,cleaners,bike wash - dissolver,12,3,8,48,36,84
2014-03-14,14,march,2014,35,adults (35-64),f,australia,victoria,accessories,cleaners,bike wash - dissolver,8,3,8,27,24,51
2016-03-14,14,march,2016,35,adults (35-64),f,australia,victoria,accessories,cleaners,bike wash - dissolver,10,3,8,33,30,63
2013-12-04,4,december,2013,32,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,4,3,8,16,12,28
2015-12-04,4,december,2015,32,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,1,3,8,4,3,7
2014-06-28,28,june,2014,32,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,16,3,8,63,48,111
2016-06-28,28,june,2016,32,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,15,3,8,59,45,104
2014-04-07,7,april,2014,33,young adults (25-34),m,australia,queensland,accessories,cleaners,bike wash - dissolver,21,3,8,78,63,141
2016-04-07,7,april,2016,33,young adults (25-34),m,australia,queensland,accessories,cleaners,bike wash - dissolver,23,3,8,86,69,155
2014-05-12,12,may,2014,33,young adults (25-34),m,australia,queensland,accessories,cleaners,bike wash - dissolver,14,3,8,52,42,94
2016-05-12,12,may,2016,33,young adults (25-34),m,australia,queensland,accessories,cleaners,bike wash - dissolver,11,3,8,41,33,74
2013-11-07,7,november,2013,33,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,5,3,8,17,15,32
2015-11-07,7,november,2015,33,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,6,3,8,20,18,38
2014-05-26,26,may,2014,33,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,27,3,8,90,81,171
2016-05-26,26,may,2016,33,young adults (25-34),f,australia,victoria,accessories,cleaners,bike wash - dissolver,26,3,8,86,78,164
2013-09-19,19,september,2013,17,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,6,3,8,30,18,48
2015-09-19,19,september,2015,17,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,3,3,8,15,9,24
2013-11-14,14,november,2013,17,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,30,3,8,148,90,238
2015-11-14,14,november,2015,17,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,31,3,8,153,93,246
2014-07-11,11,july,2014,17,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,16,3,8,79,48,127
2016-07-11,11,july,2016,17,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,16,3,8,79,48,127
2014-06-17,17,june,2014,56,adults (35-64),m,australia,victoria,accessories,cleaners,bike wash - dissolver,11,3,8,37,33,70
2016-06-17,17,june,2016,56,adults (35-64),m,australia,victoria,accessories,cleaners,bike wash - dissolver,10,3,8,33,30,63
2013-10-17,17,october,2013,55,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,20,3,8,98,60,158
2015-10-17,17,october,2015,55,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,20,3,8,98,60,158
2013-11-01,1,november,2013,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,10,3,8,48,30,78
2015-11-01,1,november,2015,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,12,3,8,58,36,94
2013-11-26,26,november,2013,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,6,3,8,29,18,47
2015-11-26,26,november,2015,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,5,3,8,24,15,39
2014-05-10,10,may,2014,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,14,3,8,68,42,110
2016-05-10,10,may,2016,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,16,3,8,77,48,125
2014-05-26,26,may,2014,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2016-05-26,26,may,2016,55,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,6,3,8,29,18,47
2013-08-28,28,august,2013,54,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,3,3,8,15,9,24
2015-08-28,28,august,2015,54,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,4,3,8,20,12,32
2014-05-13,13,may,2014,54,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,3,3,8,15,9,24
2016-05-13,13,may,2016,54,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2013-08-01,1,august,2013,54,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,14,3,8,69,42,111
2015-08-01,1,august,2015,54,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,15,3,8,74,45,119
2013-10-21,21,october,2013,54,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,25,3,8,123,75,198
2015-10-21,21,october,2015,54,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,22,3,8,108,66,174
2014-01-17,17,january,2014,53,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,15,3,8,74,45,119
2016-01-17,17,january,2016,53,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,16,3,8,79,48,127
2014-01-31,31,january,2014,53,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,8,3,8,39,24,63
2016-01-31,31,january,2016,53,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,6,3,8,30,18,48
2014-06-08,8,june,2014,53,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,20,3,8,98,60,158
2016-06-08,8,june,2016,53,adults (35-64),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,18,3,8,89,54,143
2014-04-02,2,april,2014,52,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,21,3,8,102,63,165
2016-04-02,2,april,2016,52,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,23,3,8,111,69,180
2014-05-11,11,may,2014,52,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,9,3,8,44,27,71
2016-05-11,11,may,2016,52,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,11,3,8,53,33,86
2014-05-28,28,may,2014,50,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,26,3,8,84,78,162
2016-05-28,28,may,2016,50,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,27,3,8,87,81,168
2013-10-30,30,october,2013,40,adults (35-64),f,germany,hessen,accessories,cleaners,bike wash - dissolver,24,3,8,107,72,179
2015-10-30,30,october,2015,40,adults (35-64),f,germany,hessen,accessories,cleaners,bike wash - dissolver,24,3,8,107,72,179
2014-01-07,7,january,2014,41,adults (35-64),f,france,nord,accessories,cleaners,bike wash - dissolver,10,3,8,40,30,70
2016-01-07,7,january,2016,41,adults (35-64),f,france,nord,accessories,cleaners,bike wash - dissolver,12,3,8,48,36,84
2013-09-12,12,september,2013,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,20,3,8,97,60,157
2015-09-12,12,september,2015,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,19,3,8,92,57,149
2013-09-21,21,september,2013,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2015-09-21,21,september,2015,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,5,3,8,24,15,39
2013-11-18,18,november,2013,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,28,3,8,136,84,220
2015-11-18,18,november,2015,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,29,3,8,140,87,227
2014-02-23,23,february,2014,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,21,3,8,102,63,165
2016-02-23,23,february,2016,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,22,3,8,106,66,172
2014-03-06,6,march,2014,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,20,3,8,97,60,157
2016-03-06,6,march,2016,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,18,3,8,87,54,141
2014-05-09,9,may,2014,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,22,3,8,106,66,172
2016-05-09,9,may,2016,41,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,24,3,8,116,72,188
2013-10-29,29,october,2013,61,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,25,3,8,81,75,156
2015-10-29,29,october,2015,61,adults (35-64),f,united states,washington,accessories,cleaners,bike wash - dissolver,26,3,8,84,78,162
2013-09-14,14,september,2013,37,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,25,3,8,81,75,156
2015-09-14,14,september,2015,37,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,24,3,8,78,72,150
2014-02-26,26,february,2014,37,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,6,3,8,19,18,37
2016-02-26,26,february,2016,37,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,7,3,8,23,21,44
2014-01-25,25,january,2014,55,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,4,3,8,20,12,32
2016-01-25,25,january,2016,55,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2014-04-04,4,april,2014,28,young adults (25-34),f,france,loiret,accessories,cleaners,bike wash - dissolver,17,3,8,70,51,121
2016-04-04,4,april,2016,28,young adults (25-34),f,france,loiret,accessories,cleaners,bike wash - dissolver,16,3,8,66,48,114
2013-10-20,20,october,2013,21,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,24,3,8,80,72,152
2015-10-20,20,october,2015,21,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,25,3,8,83,75,158
2014-01-31,31,january,2014,21,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,16,3,8,53,48,101
2016-01-31,31,january,2016,21,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,13,3,8,43,39,82
2014-02-20,20,february,2014,23,youth (<25),f,australia,victoria,accessories,cleaners,bike wash - dissolver,25,3,8,83,75,158
2016-02-20,20,february,2016,23,youth (<25),f,australia,victoria,accessories,cleaners,bike wash - dissolver,27,3,8,90,81,171
2014-04-03,3,april,2014,24,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,1,3,8,3,3,6
2016-04-03,3,april,2016,24,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,3,3,8,10,9,19
2014-06-11,11,june,2014,24,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,11,3,8,37,33,70
2016-06-11,11,june,2016,24,youth (<25),m,australia,victoria,accessories,cleaners,bike wash - dissolver,9,3,8,30,27,57
2013-12-07,7,december,2013,56,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,23,3,8,75,69,144
2015-12-07,7,december,2015,56,adults (35-64),m,united states,washington,accessories,cleaners,bike wash - dissolver,21,3,8,68,63,131
